Case_ID,First_Party,Second_Party,Image_ID
14f8dfc2-ac53-4ecc-b834-aae5cea1ae9d,"كنت أقود السيارة على الطريق السريع في المسار الأيسر عندما حاولت الدخول إلى المسار الأوسط, ثم اصطدمت بالسيارة الفضية التي كانت تسير في المسار الأوسط، لم ألاحظها جيدا وعلي الاعتراف أنني تسببت في الحادث جزئياً.",كنت أقوم بالقيادة في المسار الأوسط عندما حاولت السيارة السوداء الدخول إلى مساري فجأة مما أدى إلى الاصطدام بسيارتي. أنا متأكد أنهم لم ينظروا جيدًا قبل الانتقال إلى المسار الأوسط.,data\imgs\16.jpeg
14f8dfc2-ac53-4ecc-b834-aae5cea1ae9d,كنت أقود في مساري بشكل مستقيم عندما جاءت تلك السيارة الفضية من العدم واصطدمت بي من الجانب. لم أقم بأي محاولة للتغيير إلى المسار الآخر.,كنت أقوم بالقيادة في المسار الأوسط بحيث لا يؤذيني أحد، وفجأة خرجت السيارة السوداء من العدم واصطدمت بي بشكل غير متوقع. كنت أقوم بالقيادة بشكل دائم في المسار الأوسط طوال الوقت ولم أتحرك.,data\imgs\16.jpeg
14f8dfc2-ac53-4ecc-b834-aae5cea1ae9d,كنت أقود في مساري بشكل مستقيم عندما جاءت تلك السيارة الفضية من العدم واصطدمت بي من الجانب. لم أقم بأي محاولة للتغيير إلى المسار الآخر.,كنت أقوم بالقيادة في المسار الأوسط عندما حاولت السيارة السوداء الدخول إلى مساري فجأة مما أدى إلى الاصطدام بسيارتي. أنا متأكد أنهم لم ينظروا جيدًا قبل الانتقال إلى المسار الأوسط.,data\imgs\16.jpeg
14f8dfc2-ac53-4ecc-b834-aae5cea1ae9d,كنت أقود السيارة على الطريق السريع في المسار الأيسر عندما حاولت الدخول إلى المسار الأوسط واصطدمت بالسيارة الفضية التي كانت تسير في المسار الأوسط. لم ألاحظها جيدا وعلي الاعتراف أنني تسببت في الحادث جزئياً.,كنت أقوم بالقيادة في المسار الأوسط بحيث لا يؤذيني أحد، وفجأة خرجت السيارة السوداء من العدم واصطدمت بي بشكل غير متوقع. كنت أقوم بالقيادة بشكل دائم في المسار الأوسط ولم أتحرك من مساري.,data\imgs\16.jpeg
2d9bfbad-cf5c-4164-807a-1d6f2f88b7f6,كنت أقود حافلتي بهدوء على الطريق عندما حاولت السيارة البيضاء الصغيرة تجاوزي من الجهة اليمنى. لم تنتبه لما يكون هناك مسافة كافية بيننا، فاصطدمت بجانب الحافلة.,كنت أقود السيارة البيضاء الصغيرة وحاولت تجاوز الحافلة الكبيرة من الجهة اليمنى إلا أنني لم أستطع تقدير المسافة بشكل صحيح فاصطدمت بالحافلة.,data\imgs\17.jpeg
2d9bfbad-cf5c-4164-807a-1d6f2f88b7f6,كنت أقود حافلتي بهدوء على الطريق عندما تجاوزتني السيارة البيضاء الصغيرة بسرعات غير قانونية واصطدمت بجانبي فجأة.,كنت أقود السيارة البيضاء الصغيرة على الجانب الأيمن من الطريق وفجأة انحرفت الحافلة الكبيرة نحو المسار الخاص بي واصطدمنا.,data\imgs\17.jpeg
2d9bfbad-cf5c-4164-807a-1d6f2f88b7f6,كنت أقود حافلتي على الطريق عندما حاولت السيارة البيضاء الصغيرة تجاوزي بشكل غير قانوني من الجهة اليمنى واصطدمت بجانبي.,حاولت تجاوز الحافلة الكبيرة بشكل طبيعي لكن السائق انحرف فجأة نحو المسار الخاص بي مما أدى إلى اصطدامنا.,data\imgs\17.jpeg
2d9bfbad-cf5c-4164-807a-1d6f2f88b7f6,كنت أقود حافلتي على طريق مزدحم وحاولت البقاء في مساري عندما اصطدمت بي السيارة البيضاء الصغيرة من الجهة اليمنى بشكل مفاجئ.,كنت أقود السيارة البيضاء الصغيرة وحاولت تجاوز الحافلة بهدوء لكن السائق انحرف نحوي فجأة واصطدم بجانبي.,data\imgs\17.jpeg
9dc481e9-170c-4386-95c5-0bb107342abb,كنت أسير بطريقة قانونية وعلى سرعتي المحددة عندما توقفت السيارة أمامي بشكل مفاجئ ولم أتمكن من التوقف في الوقت المناسب.,كنت أسير بسرعة عادية ولكن اضطررت للتوقف فجأة بسبب عائق في الطريق والسيارة التي كانت خلفي اصطدمت بي.,data\imgs\18.jpeg
9dc481e9-170c-4386-95c5-0bb107342abb,كنت أسير بهدوء وعندما توقفت بطريقة قانونية، جاء السائق من الخلف بسرعة كبيرة واصطدم بي.,كنت أسير بسرعة طبيعية وفجأة توقفت السيارة أمامي بدون أي تحذير.,data\imgs\18.jpeg
9dc481e9-170c-4386-95c5-0bb107342abb,توقفت بطريقة قانونية، لكن السائق من الخلف كان مسرعًا واصطدم بي.,توقفت فجأة بسبب عائق في الطريق والسيارة التي كانت خلفي اصطدمت بي.,data\imgs\18.jpeg
9dc481e9-170c-4386-95c5-0bb107342abb,كنت أسير بطريقة قانونية وعندما توقفت بشكل مفاجئ، لم يتمكن السائق من التوقف في الوقت المناسب واصطدم بي.,كنت أسير بسرعة طبيعية وفجأة توقفت السيارة أمامي بدون أي تحذير.,data\imgs\18.jpeg
59744565-872c-4fab-9eb1-a85e6ab584e7,كنت أسير بسرعة معقولة عندما فقدت السيطرة على السيارة بسبب الثلوج على الطريق. حاولت التوقف ولكن انتهى بي غير مُتحكم، مما أدى إلى اصطدامي بالسيارة البيضاء التي كانت متوقفة.,كنت قد أوقفت سيارتي البيضاء بشكل صحيح في مكان الوقوف المتاح. فجأة، اصطدمت بي سيارة أخرى بعد أن فقد السائق السيطرة بسبب الطريق الزلق.,data\imgs\19.jpeg
59744565-872c-4fab-9eb1-a85e6ab584e7,كنت أسير ببطء وبحذر شديد، وفجأة جاءت السيارة البيضاء مسرعة وضربتني من الجنب.,كنت أقود سيارتي ببطء وفي مسار مستقيم، وفجأة انزلقت السيارة الأخرى واصطدمت بي.,data\imgs\19.jpeg
59744565-872c-4fab-9eb1-a85e6ab584e7,كنت أسير ببطء وبحذر شديد، وفجأة جاءت السيارة البيضاء مسرعة وضربتني من الجنب.,كنت قد أوقفت سيارتي البيضاء بشكل صحيح في مكان الوقوف المتاح. فجأة، اصطدمت بي سيارة أخرى بعد أن فقد السائق السيطرة بسبب الطريق الزلق.,data\imgs\19.jpeg
59744565-872c-4fab-9eb1-a85e6ab584e7,كنت أسير بسرعة معقولة عندما فقدت السيطرة على السيارة بسبب الثلوج على الطريق. حاولت التوقف ولكن انتهى بي غير مُتحكم، مما أدى إلى اصطدامي بالسيارة البيضاء التي كانت متوقفة.,كنت أقود سيارتي ببطء وفي مسار مستقيم، وفجأة انزلقت السيارة الأخرى واصطدمت بي.,data\imgs\19.jpeg
6f4e0309-5733-431b-8637-6fa346e73c39,كنت أقود في مساري الخاص عندما لاحظت أن السيارة الأخرى تنحرف بشكل مفاجئ باتجاهي، حاولت تفاديها لكن الاصطدام كان حتميًا. لم أكن متجاوزًا للسرعة المحددة، وتمكنت من رد الفعل في الوقت المناسب لكن دون جدوى.,كنت أتجاوز سيارة بطيئة عندما انزلقت بصورة مفاجئة على الجليد. لم أتمكن من التحكم في السيارة وانحرفت نحو المسار الآخر واصطدمت بسيارة أخرى. لم أكن أقود بسرعة مفرطة، ولكن الطقس أدى إلى فقدان السيطرة.,data\imgs\2.jpeg
6f4e0309-5733-431b-8637-6fa346e73c39,كنت أقود بسرعة عادية في مساري عندما فجأة جاءت السيارة الأخرى بسرعة عالية وتخطت الإشارة الحمراء، حاولت الابتعاد عنها لكن لم أتمكن من ذلك في الوقت المناسب.,كنت أتحرك ببطء وفي مساري الكامل وعندما أردت التحول للمسار الآخر بشكل قانوني، السيارة الأخرى جاءت بسرعة فائقة ولم تترك لي فرصة للتحرك بسلام، واصطدمت بي.,data\imgs\2.jpeg
6f4e0309-5733-431b-8637-6fa346e73c39,كنت أتحرك ببطء وفي مساري عندما فجأة جاءت السيارة الأخرى بسرعة فائقة من الجهة الخلفية واصطدمت بي دون سابق إنذار. لم أتمكن من تفادي الحادث.,كانت السيارة الأخرى تلعب بالسرعة ولم تترك لي أي فرصة للتحرك بسلام. كنت قد بدأت أتجاوز سيارة بطيئة قبل أن تأتي هذه السيارة من الخلف وتصطدم بي.,data\imgs\2.jpeg
6f4e0309-5733-431b-8637-6fa346e73c39,كنت أمسك بمقود السيارة بشدة وحافظت على مساري تحت السيطرة عندما فجأة جاءت السيارة الأخرى مسرعة من الجهة الأخرى واصطدمت بي دون أن أرتكب أي خطأ.,كنت أتحرك ببطء وفي مساري الكامل وعندما أردت التحول للمسار الآخر بشكل قانوني، السيارة الأخرى كانت مسرعة جداً وأخذت المسار بالكامل دون ترك لي أي فرصة للتحرك بسلام.,data\imgs\2.jpeg
59e59c46-40c7-4904-af7d-44862fb20132,كنت أقود مركبتي على الطريق الثلجي بحذر وأبطأت للمنعطف. تفاجأت بشاحنة بيضاء تأتي بسرعة عالية وتنزلق على الطريق الثلجي وتصطدم بسيارتي المتوقفة.,كنت أقود شاحنتي ببطء على الطريق الثلجي. عند المنعطف، فقدت السيطرة بسبب الجليد على الطريق واصطدمت بسيارة متوقفة على جانب الطريق.,data\imgs\20.jpeg
59e59c46-40c7-4904-af7d-44862fb20132,كنت أقود سيارتي ببطء وحذر شديدين. فجأة، شاحنة بيضاء تسير بسرعة عالية فقدت السيطرة على الطريق الثلجي وصدمت سيارتي من دون أن أتمكن من فعل شيء.,كنت أسير بشاحنتي على الطريق الجليدي ببطء وحذر. السيارة الفضية توقفت فجأة أمامي بطريقة غير متوقعة، ولم يكن لدي وقت كافٍ للحفاظ على مسافة الأمان، لذا اصطدمت بها.,data\imgs\20.jpeg
59e59c46-40c7-4904-af7d-44862fb20132,كنت أقود سيارتي على الطريق بحذر وتوقفت على جانب الطريق بسلام. فجأة، جاءت شاحنة بيضاء بسرعة عالية وانزلقت على الطريق الثلجي واصطدمت بسيارتي.,كنت أقود شاحنتي على الطريق الجليدي بحذر شديد وسرعة منخفضة. السيارة الفضية توقفت بشكل مفاجئ أمامي ولم أتمكن من تجنب الاصطدام.,data\imgs\20.jpeg
59e59c46-40c7-4904-af7d-44862fb20132,كنت أقود سيارتي ببطء وحذر على الطريق الثلجي. الشاحنة البيضاء جاءت بسرعة كبيرة وانزلقت على الجليد لتصطدم بسيارتي دون أن أتمكن من تجنبها.,كنت أقود شاحنتي على الطريق بحذر وسرعة منخفضة. السيارة الفضية كانت تسير بشكل غير منتظم على الجليد مما سبب في أن تفقد السيطرة وتتصادم بشاحنتي المتوقفة.,data\imgs\20.jpeg
671f2f98-c30f-4246-9077-a2d2eb25b33d,كنت أسير على الطريق وأحافظ على السرعة القانونية عندما قطع الحافلة أمامي فجأة. لم أتمكن من التوقف في الوقت المناسب واصطدمت بها.,كنت أحاول تغيير المسار بمجرد رؤية الفتحة الآمنة، وعندما بدأت في التحرك إلى المسار الأيسر، اصطدمت السيارة التي كانت تسير خلفي بها بسبب عدم انتباه السائق.,data\imgs\21.jpeg
671f2f98-c30f-4246-9077-a2d2eb25b33d,كنت أسير ببطء ومع الانتباه الكامل عندما قطع الحافلة طريق سيارتي بشكل مفاجئ وتسبب في الحادث.,كنت أسير بشكل عادي على المسار الأيسر وفجأة جاءت السيارة من الخلف بسرعة كبيرة واصطدمت بي مباشرة دون أي إنذار.,data\imgs\21.jpeg
671f2f98-c30f-4246-9077-a2d2eb25b33d,كنت أسير على الطريق وأحافظ على السرعة القانونية عندما قطع الحافلة أمامي فجأة. لم أتمكن من التوقف في الوقت المناسب واصطدمت بها.,كنت أسير بشكل عادي على المسار الأيسر وفجأة جاءت السيارة من الخلف بسرعة عالية واصطدمت بي مباشرة دون أي إنذار.,data\imgs\21.jpeg
671f2f98-c30f-4246-9077-a2d2eb25b33d,كنت أسير ببطء ومع الانتباه الكامل عندما قطع الحافلة طريق سيارتي بشكل مفاجئ وتسبب في الحادث.,كنت أحاول تغيير المسار بمجرد رؤية الفتحة الآمنة، وعندما بدأت في التحرك إلى المسار الأيسر، اصطدمت السيارة التي كانت تسير خلفي بها بسبب عدم انتباه السائق.,data\imgs\21.jpeg
69f8b0d1-da3c-4a73-b04d-63e10d57b06f,كنت أقود سيارتي الخضراء بسرعة معتدلة وكنت على الطريق الصحيح. فجأة، بدأت السيارة البيضاء في الانحراف نحو مساري دون أي إشارة أو تحذير واصطدمت بي.,كنت أقود سيارتي البيضاء بسرعة عادية وفجأة ظهرت السيارة الخضراء من الجهة اليمنى واصطدمت بي. لم يكن لدي الوقت للتفادي.,data\imgs\22.jpeg
69f8b0d1-da3c-4a73-b04d-63e10d57b06f,كنت أقود بحذر وعلى الطريق الصحيح. السيارة البيضاء جاءت بسرعة كبيرة من الجانب الأيسر واصطدمت بي بدون أي إنذار.,كنت أتوقف عند الإشارة الحمراء وفجأة جاءت السيارة الخضراء من الجانب الأيسر واصطدمت بي بقوة.,data\imgs\22.jpeg
69f8b0d1-da3c-4a73-b04d-63e10d57b06f,كنت أقود بحذر وعلى الطريق الصحيح. السيارة البيضاء جاءت بسرعة كبيرة من الجانب الأيسر واصطدمت بي بدون أي إنذار.,كنت أقود سيارتي البيضاء بسرعة عادية وفجأة ظهرت السيارة الخضراء من الجهة اليمنى واصطدمت بي. لم يكن لدي الوقت للتفادي.,data\imgs\22.jpeg
69f8b0d1-da3c-4a73-b04d-63e10d57b06f,كنت أقود سيارتي الخضراء بسرعة معتدلة وكنت على الطريق الصحيح. فجأة، بدأت السيارة البيضاء في الانحراف نحو مساري دون أي إشارة أو تحذير واصطدمت بي.,كنت أتوقف عند الإشارة الحمراء وفجأة جاءت السيارة الخضراء من الجانب الأيسر واصطدمت بي بقوة.,data\imgs\22.jpeg
d0b3249b-dee2-48ad-ac73-e14f567e317f,كنت أقود سيارتي على الطريق الجبلي عندما بدأ الثلج بالتساقط بشكل كثيف. فجأة، فقدت السيطرة على السيارة وانزلقت إلى جانب الطريق واصطدمت بالحافلة. لم أتمكن من التوقف في الوقت المناسب بسبب الطرق الزلقة.,كنت أقود الحافلة بحذر على الطريق الجبلي. فجأة، شاهدت سيارة تفقد السيطرة وتنزلق نحو الحافلة. حاولت التوقف، لكن السيارة اصطدمت بنا فجأة ولم أتمكن من تفاديها بسبب الطرق الزلقة.,data\imgs\23.jpeg
d0b3249b-dee2-48ad-ac73-e14f567e317f,كنت أقود ببطء شديد بسبب الثلج. فجأة، الحافلة أتت بسرعة كبيرة وانحرفت نحو مساري، وحاولت تفاديها لكن لم أتمكن من ذلك واصطدمت بها.,كنت أقود الحافلة ببطء وبحذر. السيارة السوداء انزلقت بشكل مفاجئ نحو الحافلة دون تحذير. حاولت التوقف لتجنبها، لكن السيارة كانت تسير بسرعة كبيرة واصطدمت بنا.,data\imgs\23.jpeg
d0b3249b-dee2-48ad-ac73-e14f567e317f,الحافلة كانت تسير بسرعة كبيرة وفجأة انحرفت نحو مساري. لم أتمكن من التوقف في الوقت المناسب بسبب الطرق الزلقة واصطدمت بها.,كنت أقود الحافلة بحذر على الطريق الجبلي. فجأة، شاهدت سيارة تفقد السيطرة وتنزلق نحو الحافلة. حاولت التوقف، لكن السيارة اصطدمت بنا فجأة ولم أتمكن من تفاديها بسبب الطرق الزلقة.,data\imgs\23.jpeg
d0b3249b-dee2-48ad-ac73-e14f567e317f,كنت أقود سيارتي على الطريق الجبلي عندما بدأ الثلج بالتساقط بشكل كثيف. فجأة، فقدت السيطرة على السيارة وانزلقت إلى جانب الطريق واصطدمت بالحافلة. لم أتمكن من التوقف في الوقت المناسب بسبب الطرق الزلقة.,كنت أقود الحافلة ببطء وبحذر. السيارة السوداء انزلقت بشكل مفاجئ نحو الحافلة دون تحذير. حاولت التوقف لتجنبها، لكن السيارة كانت تسير بسرعة كبيرة واصطدمت بنا.,data\imgs\23.jpeg
